Region,Country,State/Province,Standard of Living,Cost of Living (Index),Income Tax Rate (%),GNH,GDP (in USD Trillions),Average Income (USD),Employment Rate (%),"Crime Rate (per 100,000)",No. of Unicorns,Population (millions),Life Expectancy (years),Internet Penetration (%),Literacy Rate (%),Healthcare Quality Index,Education Index,Public Debt (% of GDP),Urbanization Rate (%),Renewable Energy Usage (%),Inflation Rate (%),Average Temperature (°C),Freedom of Press Index,Foreign Direct Investment (USD Billions),Median Age,Education Index.1,Poverty Rate (%),Military Expenditure (% of GDP),Carbon Emissions (Tonnes per Capita),Renewable Energy (%),Tourism Revenue (Billions USD),Transportation Infrastructure Index,Housing Price Index,Currency Strength (vs USD),Work-Life Balance Score,Average Work Hours per Week,Corruption Index,Political Stability Index,Happiness Index,Innovation Index,Startup Ecosystem Score,Higher Education Enrollment (%),Female Labor Participation (%),Gender Equality Index,Crime Severity Index,Environmental Performance Index,Public Debt (% of GDP).1,Trade Balance (Billions USD),Number of Patents Filed
Antarctica,Antarctica,Antarctica,High,150,18.61905669,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,28.58204793,0.917056371,5.744935965,9.584516954,8.895123741,60.76162008,471.5104804,0.836840253,148.6189812,0.10630778,9.546690674,27.52695774,50.86382688,1.050099013,0.422577512,78.66643389,3.474429506,96.14356848,62.67385191,0.875854579,9.264594858,65.62901894,274.0902741,112.9745147,18670
Asia,Indonesia,Bali,High,103,9.742818209,5.6,9.14,12322,87.92010889,145,20,462.7,51.8157125,22.7221468,85.97902015,82,47,57.12653613,97.75842975,28.97634617,3.524967974,-14.20715821,27.93260874,25.2,20.07879685,0.474131146,2.115914321,8.567565166,15.12983307,46.44507538,258.0893669,0.54493716,132.7339604,1.349666693,3.522280985,23.42804989,10.96464803,1.291160468,5.036748506,76.09839941,1.874049809,0.577145177,55.79642907,0.757221768,0.725898721,72.28849102,255.9786347,-384.148917,22341
Antarctica,Antarctica,Antarctica,Very High,80,35.6334071,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,17.25590159,0.698440468,38.48317637,2.209991019,12.5150407,21.24909702,457.6806726,0.515333283,115.9555038,0.310928565,6.331244414,30.65434941,64.06438231,-2.350621153,8.751068057,12.43080021,3.024851946,95.39645994,28.98950781,0.433406708,2.300661003,51.33806174,62.03729995,-210.9786374,24495
Antarctica,Antarctica,Antarctica,High,51,34.0587163,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,29.42774298,0.557456285,25.37357563,1.072565715,0.242612137,45.7483149,134.4535324,0.228560705,86.46893723,1.519759916,2.75800495,57.60230475,90.04090496,1.724243249,0.461933711,81.00101969,3.452715223,78.61538373,79.0922476,0.942641059,0.58864199,45.64864961,205.470163,-398.6098964,48114
Oceania,Australia,New South Wales,Very High,142,27.06289559,3.9,1.04,9108,73.26862101,282,81,909.9,54.04070243,52.62919626,94.51498876,78,45,38.20794323,21.76713835,25.19147763,14.81531344,21.11708954,22.25827346,173.8,24.44602964,0.067172691,41.84977886,8.740985892,11.87256941,71.06304459,131.0219536,0.290283555,122.3499854,1.055644553,4.417490983,36.22955473,9.115590608,1.929406284,5.401683985,17.28933559,1.775051441,88.03956752,30.45142081,0.690449768,7.296330166,5.454925984,284.6585163,-138.9942138,31140
North America,Canada,Quebec,Very High,111,45.09775691,3,5.25,7165,79.8547776,187,46,140.8,69.71723847,92.60305617,44.6896223,82,51,68.76062732,60.38463306,7.251512542,19.82742702,27.20913066,13.67094548,20.5,20.68505307,0.179208019,28.30218648,8.394794292,5.065232315,37.16337141,324.9988726,0.790318985,66.91476786,1.743482024,7.635570667,22.92754083,33.11090907,-2.445367328,6.016310268,93.85549157,6.001534654,53.94135525,81.47828703,0.84693643,0.536766048,10.9063487,288.2312889,130.5450997,5525
Antarctica,Antarctica,Antarctica,Low,193,30.64758426,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,39.90290122,0.578962676,27.38033062,4.313274722,5.065166419,26.60525167,292.0917856,0.887178367,121.4327843,1.559171834,9.918604081,37.34566924,89.12224901,-0.454210566,0.854200965,25.23705132,6.880388018,36.64699561,80.54198283,0.207086514,8.890019181,68.7066368,102.1831636,147.5489825,11617
Asia,Japan,Osaka,Low,55,26.36971386,5.4,8.09,33139,65.88978484,425,36,1158.4,67.47063462,43.17489554,58.33388668,32,42,16.8595075,72.68088563,48.67533494,4.113948923,-6.94656596,16.38686443,164.5,15.74200319,0.024944906,44.30181532,5.362287993,9.322978299,54.70562406,149.7420654,0.360265102,87.38641092,1.575524937,8.985758536,42.64147325,22.90229416,2.41127064,3.229202357,53.34257209,3.321681017,58.59711913,78.64229157,0.058875622,3.802304877,16.25609325,185.3188994,289.8854826,37748
Africa,South Africa,Western Cape,Medium,79,35.58046867,4.5,16.86,4143,98.17018958,303,54,1216.2,71.74504793,85.62185118,51.33454785,41,90,39.35043518,74.6936617,16.21641861,10.05416745,16.8480963,24.7013975,99,31.21697242,0.998409085,48.91427846,0.951300467,3.162878724,23.00996725,151.6145668,0.587319007,54.17083105,1.30963879,2.307911249,40.70809152,51.96308481,-0.132289109,7.374666924,54.31203783,5.440276891,32.84444181,65.99437084,0.40625349,4.391827994,3.632297656,160.0065165,160.0200099,8873
Europe,France,Île-de-France,Medium,193,23.84867313,3.8,11.81,52989,66.84869183,397,125,180.3,54.04045086,95.21121099,90.9251802,81,59,13.93749867,30.78819952,11.57163895,0.55214157,20.14024725,9.789938591,31.5,44.13975544,0.301220692,48.66879799,9.150571284,14.52768893,20.54978598,417.9616982,0.678292449,131.6338798,1.001030342,0.317652857,51.78730117,78.56618849,-0.48051354,2.58253733,16.77973054,7.718598189,51.51674204,91.83077746,0.268730854,8.416633433,89.0925951,3.472185226,-270.6259698,27903
Asia,South Korea,Busan,High,184,34.81272046,3.7,0.42,36014,81.42940051,491,61,767.6,79.41039253,83.89569398,77.94769984,85,53,130.123015,37.04104926,36.09675864,13.69210966,30.85184001,16.92793249,92.7,22.48966032,0.873573062,47.51862178,2.346781446,15.0044086,3.784511718,486.5292634,0.372743151,184.6279828,1.66365603,0.52063872,56.29644571,38.1671841,-1.012460925,2.774901321,73.18839037,4.360636392,92.6872644,58.36314237,0.982652159,3.575178444,72.78364366,52.87719911,-363.281321,33899
Oceania,New Zealand,Wellington,Very High,162,49.63789521,6.7,21.1,70801,79.39680564,301,31,873.8,53.57701967,91.13271759,53.50842368,69,90,67.73273753,52.32936987,45.99841687,8.549058185,-3.205081826,19.22235243,153.2,48.98426236,0.184634997,23.27767972,4.631559091,15.42417304,23.18885313,244.7814743,0.035719626,133.5324859,1.673999842,6.385983784,36.99732494,9.769408593,1.050981993,8.144782891,85.02889547,1.044250109,38.06699755,94.24655954,0.565792122,1.504033638,25.82027971,49.79956914,314.5838073,13642
Africa,Kenya,Mombasa,Very High,110,18.21008697,3.8,11.14,44064,51.47544808,23,134,948.9,50.23485566,31.81372075,45.77709593,86,45,122.5057559,53.55074973,23.01718764,4.282976835,0.256125322,10.09835185,174.7,16.82053982,0.026960586,20.80349803,2.878598443,19.2543566,81.37474174,459.1639361,0.991084575,53.84683152,1.912166259,1.375930247,52.59724544,12.52001122,-0.336152741,3.762828483,77.69726678,7.809031916,74.05385004,52.24357088,0.832063141,2.380740635,37.0931895,95.20728318,272.5487657,34562
Africa,South Africa,Gauteng,Very High,62,9.877997801,7.5,5.21,16600,89.12196081,159,58,334.9,65.01454279,33.99166795,65.43068392,41,83,93.88519772,36.74808496,6.450846154,9.68309379,-10.52031504,27.46473713,120.1,31.51646433,0.185403967,36.36372908,6.52511157,8.932804303,15.64641258,411.9179017,0.0360737,143.6948884,1.443232658,0.430398662,50.14471251,58.04864481,1.898267081,0.063422544,84.34610479,2.796591265,27.77470674,25.04034503,0.238043015,1.518373005,64.95402669,109.9103223,-469.1986153,14260
Africa,Nigeria,Lagos,Medium,191,32.21985004,3.9,12.04,33704,86.5031965,47,147,150.7,66.22621496,39.29399757,75.66765683,53,41,15.46716776,47.91744413,27.41848898,8.65047932,-1.954092163,9.031968127,26.8,46.61796089,0.440891454,40.99959043,1.238234478,11.81711727,52.58139612,402.9773033,0.265264049,70.74805506,1.045755272,1.990354978,30.70905105,84.15668191,-1.685905684,8.556766941,89.12270881,3.572856691,56.06893056,22.92547629,0.21278935,0.088690052,76.16301119,215.3654004,474.0255309,38546
Oceania,Australia,Victoria,Low,85,41.28811335,4.1,14.81,77446,58.91560469,359,40,1317.7,70.72160921,20.96948713,43.67948302,88,58,144.3189119,31.76281234,59.20308281,11.71656647,-11.80915571,14.58207654,24,43.66311944,0.850270941,22.57528229,2.534669297,13.41559295,89.87276573,462.8028795,0.678139528,149.4344083,0.486430487,6.047166472,22.93234952,95.35765785,-1.172720807,1.850546576,43.40694961,6.356757114,88.74416025,98.93601681,0.730458992,9.177097809,3.056344593,218.4269573,-462.5641033,40990
South America,Chile,Valparaíso,Medium,186,30.5044397,5.8,21.42,50873,69.15004018,50,108,642.2,61.57454431,86.47991004,62.36310823,52,84,25.21812248,40.46335175,45.07480563,10.75689418,-17.43818909,21.33444962,135.5,27.84423456,0.868038111,2.473791593,1.507576572,0.75077594,6.58212801,183.0244056,0.303142691,147.876598,0.928225502,7.174230707,46.43396127,66.11854822,-0.133333807,6.211157509,24.97768887,3.767995978,69.07944017,25.55096521,0.663883873,7.457074011,39.13178742,85.97981985,-25.12240931,44901
Antarctica,Antarctica,Antarctica,High,112,37.22404274,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,33.78972662,0.166425331,36.91399487,6.347991876,16.64762924,90.18016562,83.66701182,0.749996578,123.505622,0.611653875,8.62788448,20.10112763,32.07605293,-2.134248002,1.923839094,64.513277,9.065747328,62.18744234,68.85754284,0.912748903,9.407756138,36.06701996,97.5197249,53.06449177,45611
Asia,India,Delhi,High,99,6.492629795,5.4,22.78,73712,82.65917733,23,78,310,77.15503699,64.43830479,54.96007783,66,74,132.6974362,49.9004944,32.4524577,6.464489659,-7.712906798,12.53201145,125.4,21.00223252,0.060785272,31.47400888,2.062512308,16.56051685,22.03743875,72.36222766,0.233679137,107.5214405,0.895296769,2.101491584,35.18223779,62.43864854,-1.206963117,9.461904002,31.56143691,0.620030314,53.90533872,53.17739175,0.60776069,4.429022221,55.46323487,251.5976487,-432.0389801,27483
Antarctica,Antarctica,Antarctica,High,172,22.89455589,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,33.87613241,0.695260513,43.69703146,9.655519084,18.6399875,8.815183258,281.701611,0.439627991,62.37840396,1.734916058,2.683540014,42.41578307,49.33715353,1.742206114,6.291708895,30.60417392,1.339426069,62.96049369,55.93415165,0.026153358,4.389333984,18.38692858,37.69143707,281.2326868,47274
South America,Argentina,Buenos Aires,Very High,109,40.41360689,6.8,10.81,16215,90.92857098,409,149,1338.2,66.03542245,74.8349509,81.11339117,76,48,105.9294162,33.25687019,32.08644174,4.756447341,24.85972314,0.096140765,75.6,33.65000169,0.871280467,46.35136788,7.29132108,1.6475458,11.26743191,121.0482015,0.798712153,173.8606066,0.457941864,2.516267219,21.15033183,21.09113999,0.041217852,9.861195853,80.55427066,0.50115468,72.23486672,34.87051645,0.901190615,8.466439205,52.28175152,234.5065407,-279.0336206,43313
Asia,Indonesia,Jakarta,Medium,146,44.83007578,5,0.59,62892,91.79098101,383,2,1106.2,63.14823793,31.8107531,40.06193099,39,49,83.02030454,52.04638298,19.40440255,1.980859228,38.58051169,6.832215698,21.2,34.63435209,0.964330094,11.86435186,5.868183112,5.455008852,20.02407452,374.9864722,0.881082591,53.17178544,0.498532691,7.575770268,35.01025392,6.227905225,-2.292864896,5.73554991,57.84660435,3.509075142,0.467181883,22.44788356,0.262913633,0.770848766,98.568783,131.5741468,-364.3383297,34664
Oceania,New Zealand,Auckland,Very High,179,25.75871092,6.3,17.89,20720,85.45549453,455,128,384.4,68.77612954,64.78726744,99.76722382,58,77,49.71375652,57.42138679,53.47117273,5.09540238,9.141173882,16.08608885,107.4,22.51538572,0.202059525,3.640042972,8.955054538,13.58232759,50.89827069,11.45531875,0.047769067,136.0289657,0.876325235,5.668045883,30.70159507,86.43386392,2.259074386,1.523906524,40.44253474,2.145784547,42.88535317,80.95057906,0.289338942,0.20056582,17.78288572,295.5481571,-232.4249501,16167
Europe,Italy,Lombardy,Very High,128,20.46652961,3.5,23.4,7569,93.36857116,137,137,1266.1,79.04916253,55.84193655,83.66739536,43,87,121.0529371,61.42004756,10.28303494,7.434866102,-0.040012648,29.87469759,50.2,36.11534241,0.675144123,46.30681819,6.444589746,3.708469903,6.311525802,90.04857125,0.657853033,198.2001744,0.216590248,3.190318346,58.3605807,73.45516578,2.462473587,1.251429565,72.11574146,8.343360582,77.818562,55.22317127,0.712947215,0.172596363,46.20110041,23.72164692,-389.0632885,23692
North America,Mexico,Mexico City,Very High,155,23.74227878,3.3,24.48,12904,69.35169364,366,141,887.9,58.93244391,30.40283385,42.70195274,42,88,57.38167328,65.50569761,49.0591505,2.853325539,-19.34943764,8.054276141,27.1,24.43859824,0.819469332,25.72995553,6.236144976,9.931109908,56.15394126,6.035277903,0.158538613,115.7868069,1.900613967,4.485715245,49.69214259,88.29509494,-0.49715318,1.730169659,91.45786077,9.951103657,95.38921656,37.32667966,0.449095688,8.877893614,34.92415602,29.09458712,303.7827754,20500
Africa,Nigeria,Abuja,High,151,48.03744607,3.8,8.74,3619,78.23580368,336,141,1017.4,56.2571468,34.77935636,94.39158812,48,42,134.909164,20.28936944,6.792320514,0.749481731,36.01056489,18.806067,150,34.74862663,0.121163371,44.70777113,4.246300963,10.73895845,10.06329925,266.8848208,0.808503605,55.87494014,1.709426975,8.405657486,32.43901008,0.740045926,2.333437207,6.48712943,37.74271645,9.3215534,44.68549928,61.99312335,0.399099702,9.377311096,9.969396286,132.6509456,445.6330387,28184
Africa,South Africa,Western Cape,Low,100,25.16427676,5.1,4.84,69596,82.06459398,155,81,1361.7,76.9288612,54.93889878,57.86278062,32,46,93.20462009,44.90081944,55.65143879,2.321478684,28.65625702,7.670845746,11.5,19.32889127,0.755371409,47.64798533,9.514167086,4.888733276,82.24806518,453.056898,0.224079396,188.7203073,0.665793351,0.988845477,32.06738641,93.00270818,1.386377751,4.196170506,82.76587042,4.503955086,60.79651467,40.51734416,0.314957868,0.103140949,24.34273589,152.3413462,-143.2361825,29087
Europe,Italy,Tuscany,Low,58,47.54956937,5.5,23.15,59988,89.91097422,269,24,150.8,65.91653098,79.45973435,54.38284294,68,50,109.7710796,51.62713488,26.69067145,2.346397454,35.81432915,6.654542212,162.2,22.06220451,0.591492345,49.79061453,9.584645762,8.070581577,62.14004407,35.8560966,0.983753083,178.8743062,0.721318838,1.50654786,32.8091439,72.57339996,-2.453401759,3.816522991,42.09864031,5.677127169,92.8350459,15.97489652,0.879867177,6.610220668,51.32541313,31.00225972,327.2972848,34666
South America,Brazil,Rio de Janeiro,Very High,136,29.34801519,5.4,2.64,74963,93.21830862,491,50,1315.2,69.66425074,50.52775501,84.7450568,60,54,32.58661848,96.0702892,56.52441845,15.40012153,-16.62292304,0.150308649,188.2,15.25766223,0.072227087,44.66139728,4.956528369,12.02652623,80.97387381,195.581548,0.767712736,147.5425851,0.418238305,5.959374833,29.44825219,82.35496083,0.737034042,6.402379922,50.08761964,0.795587847,37.80011341,83.06439669,0.140437894,5.393205474,64.02818256,17.90564931,213.6416967,22735
Europe,France,Île-de-France,High,136,11.43623754,7.2,12.16,77890,58.854779,465,56,229.5,83.85970936,71.02550162,46.89367007,47,49,132.9796415,52.14190656,42.47834129,9.783348071,-10.03093337,19.15902724,64.4,26.57445557,0.156720383,37.4794478,3.882109563,19.30822502,51.52074524,265.5312327,0.753394826,194.3852331,1.217338912,0.524203607,39.40486168,57.67235363,2.014822313,9.834201483,93.74524707,9.050644075,81.76436716,43.16793112,0.716388422,8.432820606,77.05325722,19.80791022,336.5458592,42885
Oceania,Fiji,Suva,Medium,118,47.05516083,3.5,16.16,41120,86.83252819,286,21,1076.2,79.71805915,76.22545285,89.1619209,64,71,10.02195543,98.73802236,54.8400341,16.94961876,17.90911795,3.685469097,34.7,41.35240803,0.701545963,12.18944691,6.527753849,1.617851809,14.47296582,473.9766626,0.090081652,154.0630389,0.213230332,3.913108996,49.26349374,42.2598906,-0.008458081,0.981845178,42.145934,2.451674705,86.26935569,54.54876042,0.425596105,0.836750617,97.71920101,194.8330099,-219.7374845,49306
Asia,China,Beijing,High,163,46.15837928,7,9.9,9872,88.06010404,375,16,267.9,76.08379015,54.7045613,45.95402394,38,42,114.1665252,73.54032005,21.65407476,0.655252703,33.84748102,14.67776215,14.2,49.32350191,0.480984046,35.89866294,8.919205049,13.27925647,82.66685069,247.0418745,0.642308012,167.8818402,0.315661391,3.715501751,27.31519881,1.188427575,-1.307430534,5.424883486,82.22464656,5.245042769,84.49189295,55.00545372,0.533761532,5.830766131,32.32704428,104.8030158,-172.720203,47488
Oceania,Fiji,Suva,Low,89,18.25233967,6.1,22.31,55229,65.42390742,287,27,324.7,64.69462043,82.72229051,65.11075258,67,43,37.61263281,20.39472838,26.09750945,17.26700908,21.2084895,11.62642524,22.8,40.85497096,0.517466276,33.51504871,7.470724226,14.66320252,81.99789541,412.880964,0.586245539,198.9799483,0.267698308,1.61958968,28.16719869,92.30362566,1.287412983,6.333532752,51.70103223,9.698575104,76.58456675,11.44816694,0.196721965,9.289942644,32.21176916,269.9887085,-371.329973,49970
Asia,Japan,Tokyo,Low,101,32.49563163,8,7.45,39489,53.53029854,93,128,175.2,71.77651728,45.89682295,93.07131528,49,42,64.74068202,62.31232482,50.05068275,10.6030262,35.14313758,6.005122777,104.8,34.2618402,0.624908869,43.5586191,7.397161228,19.20282317,30.19390554,166.5889934,0.969931509,84.90692546,0.257667989,8.315714572,39.6296676,92.39792194,0.16676161,0.352159777,13.59557998,3.978359637,35.29027438,47.06601551,0.299285139,2.862412498,28.56939356,265.306615,332.7430613,38413
Oceania,Fiji,Suva,Medium,89,7.454051609,3.3,19.62,12593,81.49806647,383,124,752.6,65.50752391,98.04392788,90.1936691,55,41,132.7268979,56.31817116,6.775190478,5.863947731,-13.77495241,15.26486549,92.7,36.31789973,0.527442688,19.79451029,6.982630224,11.72061294,72.59386555,482.2032009,0.071119526,141.9462452,0.983966009,9.960722443,49.52868325,38.45268264,-0.095917673,3.92961176,87.90560506,4.535283198,71.3051285,41.84443085,0.211362246,8.426653249,78.3027469,143.6267501,-69.12617275,41771
South America,Brazil,Rio de Janeiro,Very High,63,18.37442224,3.3,22.33,46516,84.86493155,408,33,867.6,69.53730332,51.22785518,67.89373953,57,77,29.19523365,38.85651094,57.05786822,13.83948244,17.89901479,17.81397139,175.8,33.64867215,0.137422669,31.0432123,8.88563855,7.571139065,16.87364858,138.5534366,0.117446922,131.8957758,0.15060097,0.739051032,35.58893128,84.14618244,2.220803994,7.865552831,21.07020293,4.877572323,94.33351003,72.84616472,0.826732123,0.006583824,16.32817384,9.274795709,44.37501336,20809
North America,Mexico,Jalisco,Very High,76,35.81164239,7.8,5.28,60623,84.40402854,310,45,768.6,84.4657844,53.79475754,89.04433526,73,53,50.97331216,90.70313884,55.50557978,17.90752304,-17.95136845,26.2106423,54.4,41.07786828,0.092199658,9.362662919,7.14423401,7.361838322,35.14631984,48.94496277,0.473133604,120.3386469,1.703589048,9.21223534,35.02128749,37.55502947,-2.154771366,5.095522384,60.54765899,1.991620191,30.95600482,76.94126966,0.986834823,7.517307222,83.25943058,263.7737963,-9.268471742,36626
North America,United States,New York,Very High,175,24.67622225,7.6,0.17,31183,60.515317,349,18,785.5,77.45090509,74.79907845,56.52172867,33,83,20.22507933,80.60695945,43.05811972,16.2450846,36.58297252,9.83563619,77.1,39.83604896,0.962832829,42.75145698,6.008635836,16.25695497,5.783126391,53.60390735,0.272218244,50.4974394,1.302085975,9.508109415,33.77734663,78.628408,2.241199101,5.78321923,50.6549698,1.833138268,1.175280094,22.33618175,0.905811409,5.793358311,88.48778734,3.296034877,-303.7058213,49257
Antarctica,Antarctica,Antarctica,Low,155,23.00224951,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,23.31809261,0.955777794,38.00046924,0.464783242,13.03891595,10.71733187,340.1155149,0.843118176,135.28887,0.188979849,6.340240625,49.20158473,77.49637134,-1.267405974,5.603482646,37.92318695,1.703147352,39.10933758,45.40470947,0.062155939,2.273822955,82.27736322,197.3478734,-96.62201321,34421
South America,Argentina,Mendoza,Very High,157,27.53385129,3.9,16.3,16959,93.63493323,399,36,827.6,81.80466163,71.97760891,87.82042091,79,72,73.54127635,84.67374735,26.15774622,6.395451598,6.528646745,3.111247091,88.7,24.18411356,0.792613863,42.12353026,3.121434113,15.58330904,1.383308465,201.4053282,0.971190274,50.44930686,1.450100311,7.935989715,44.46393846,52.22075393,-0.392645392,3.746433598,99.59589117,5.107491872,24.52063042,46.24385042,0.851764535,5.760443105,30.570451,32.71300671,166.7365641,32265
Antarctica,Antarctica,Antarctica,Medium,88,17.63872128,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,38.96675067,0.148084908,18.03936154,6.020510972,13.43376698,39.5781132,222.9378584,0.180799579,84.13380291,1.509556808,1.595470794,40.78073516,23.26971514,0.845578952,7.406659805,26.45351373,2.8570298,57.43096978,51.47631845,0.589804373,6.839970618,76.26114443,35.98533335,359.6891754,28929
